CustomerID,response,n_comp,loyalty,nps,n_communications,total_sales,unique_products,number_of_invoices,purchase_days,cancelled_invoices,cancellation_value,net_sales,average_order_value,total_invoice_activity,cancellation_rate,nps_category,has_cancellation
15419,1,2,1,2.0,8,135.86,8,1,1,0,0.0,135.86,135.86,1,0.0,Detractor,0
15421,1,0,0,2.0,5,950.36,40,4,3,0,0.0,950.36,237.59,4,0.0,Detractor,0
15422,1,1,1,3.0,9,97.7,6,2,1,0,0.0,97.7,48.85,2,0.0,Detractor,0
15423,0,4,1,1.0,6,43.5,2,1,1,0,0.0,43.5,43.5,1,0.0,Detractor,0
15424,0,1,1,5.0,4,383.34,17,2,1,0,0.0,383.34,191.67,2,0.0,Detractor,0
15426,0,2,1,4.0,4,1021.5,158,4,3,1,12.54,1008.96,255.375,5,0.2,Detractor,1
15427,0,3,1,1.0,4,1430.54,233,3,2,0,0.0,1430.54,476.84666666666664,3,0.0,Detractor,0
15428,0,2,1,1.0,3,93.78,6,1,1,0,0.0,93.78,93.78,1,0.0,Detractor,0
15429,0,0,1,6.0,7,397.35,77,2,2,1,32.45,364.90000000000003,198.675,3,0.3333333333333333,Detractor,1
15432,1,1,1,10.0,5,171.19,10,1,1,0,0.0,171.19,171.19,1,0.0,Promoter,0
15433,0,3,1,4.0,7,533.3,40,2,2,1,115.42999999999999,417.87,266.65,3,0.3333333333333333,Detractor,1
15434,0,4,1,1.0,5,1041.48,40,5,4,1,44.0,997.48,208.296,6,0.16666666666666666,Detractor,1
15435,0,2,0,3.0,2,149.29,29,1,1,0,0.0,149.29,149.29,1,0.0,Detractor,0
15436,1,5,0,6.0,3,1067.75,243,3,3,0,0.0,1067.75,355.9166666666667,3,0.0,Detractor,0
15437,1,2,1,8.0,3,200.16,44,1,1,0,0.0,200.16,200.16,1,0.0,Passive,0
15438,1,5,0,6.0,2,156.57999999999998,25,1,1,0,0.0,156.57999999999998,156.57999999999998,1,0.0,Detractor,0
15440,0,2,1,8.0,8,383.68,50,3,3,0,0.0,383.68,127.89333333333333,3,0.0,Passive,0
15442,0,1,0,4.0,5,594.0,2,1,1,0,0.0,594.0,594.0,1,0.0,Detractor,0
15443,1,1,1,6.0,5,3213.59,237,7,7,1,24.75,3188.84,459.0842857142857,8,0.125,Detractor,1
15444,0,5,1,8.0,6,1411.21,191,2,2,0,0.0,1411.21,705.605,2,0.0,Passive,0
15445,0,2,1,8.0,9,113.5,5,1,1,0,0.0,113.5,113.5,1,0.0,Passive,0
15447,1,1,1,8.0,8,155.17,9,1,1,0,0.0,155.17,155.17,1,0.0,Passive,0
15448,1,0,1,7.0,7,494.64,28,1,1,0,0.0,494.64,494.64,1,0.0,Passive,0
15449,1,2,1,8.0,8,974.52,47,3,3,2,3.3,971.22,324.84,5,0.4,Passive,1
15450,1,2,0,5.0,6,429.84,30,1,1,0,0.0,429.84,429.84,1,0.0,Detractor,0
15452,0,2,0,3.0,9,528.48,47,3,3,0,0.0,528.48,176.16,3,0.0,Detractor,0
15453,0,2,0,1.0,6,1371.77,169,7,7,0,0.0,1371.77,195.96714285714285,7,0.0,Detractor,0
15456,0,5,0,0.0,5,203.37,32,2,1,0,0.0,203.37,101.685,2,0.0,Detractor,0
15457,1,2,0,1.0,4,237.07,56,1,1,0,0.0,237.07,237.07,1,0.0,Detractor,0
15458,1,1,1,8.0,7,161.64,7,1,1,0,0.0,161.64,161.64,1,0.0,Passive,0
15462,0,3,1,6.0,3,234.6,9,3,3,0,0.0,234.6,78.2,3,0.0,Detractor,0
15463,1,4,1,3.0,8,126.14,7,1,1,0,0.0,126.14,126.14,1,0.0,Detractor,0
15464,1,2,1,3.0,6,1044.65,155,1,1,0,0.0,1044.65,1044.65,1,0.0,Detractor,0
15465,1,4,1,10.0,7,6486.7699999999995,40,16,16,6,409.59999999999997,6077.169999999999,405.42312499999997,22,0.2727272727272727,Promoter,1
15466,1,3,1,10.0,7,334.53,56,1,1,0,0.0,334.53,334.53,1,0.0,Promoter,0
15467,1,5,1,8.0,6,524.88,41,3,3,1,13.0,511.88,174.96,4,0.25,Passive,1
15468,1,5,0,8.0,8,467.51,24,2,1,2,27.8,439.71,233.755,4,0.5,Passive,1
15469,0,5,1,3.0,2,538.55,24,2,2,2,34.05,504.5,269.275,4,0.5,Detractor,1
15471,1,3,0,0.0,3,454.48,67,1,1,0,0.0,454.48,454.48,1,0.0,Detractor,0
15472,1,3,0,9.0,7,371.56,76,1,1,0,0.0,371.56,371.56,1,0.0,Promoter,0
15473,0,3,1,2.0,5,1771.2,4,7,4,3,306.0,1465.2,253.02857142857144,10,0.3,Detractor,1
15475,0,3,1,6.0,2,454.10999999999996,29,1,1,0,0.0,454.10999999999996,454.10999999999996,1,0.0,Detractor,0
15478,1,5,0,3.0,4,1399.92,34,2,2,0,0.0,1399.92,699.96,2,0.0,Detractor,0
15482,0,5,0,5.0,3,10331.32,42,10,8,4,4486.24,5845.08,1033.132,14,0.2857142857142857,Detractor,1
15483,0,0,1,1.0,8,225.26,74,4,2,0,0.0,225.26,56.315,4,0.0,Detractor,0
15484,0,2,0,6.0,7,3590.41,135,4,4,1,31.2,3559.21,897.6025,5,0.2,Detractor,1
15485,0,1,1,8.0,6,1624.91,53,2,2,0,0.0,1624.91,812.455,2,0.0,Passive,0
15488,1,1,0,10.0,2,91.32000000000001,2,1,1,0,0.0,91.32000000000001,91.32000000000001,1,0.0,Promoter,0
15489,0,4,1,3.0,8,1134.28,47,3,3,1,44.25000000000001,1090.03,378.0933333333333,4,0.25,Detractor,1
15491,0,0,1,6.0,3,3100.09,108,6,5,1,9.24,3090.85,516.6816666666667,7,0.14285714285714285,Detractor,1
15492,0,5,1,6.0,7,659.4599999999999,32,2,2,0,0.0,659.4599999999999,329.72999999999996,2,0.0,Detractor,0
15493,0,4,1,1.0,6,1953.41,177,5,4,2,34.55,1918.86,390.682,7,0.2857142857142857,Detractor,1
15494,0,4,0,8.0,6,1280.58,120,2,2,0,0.0,1280.58,640.29,2,0.0,Passive,0
15497,0,1,1,7.0,6,1262.2,13,2,2,1,2.5,1259.7,631.1,3,0.3333333333333333,Passive,1
15498,0,2,0,2.0,2,12339.68,346,25,16,7,638.9399999999999,11700.74,493.5872,32,0.21875,Detractor,1
15500,0,4,0,5.0,8,1131.56,64,4,4,0,0.0,1131.56,282.89,4,0.0,Detractor,0
15502,0,5,0,7.0,6,9455.53,149,9,6,8,4458.070000000001,4997.46,1050.6144444444444,17,0.47058823529411764,Passive,1
15504,1,4,1,8.0,5,52.83,13,1,1,0,0.0,52.83,52.83,1,0.0,Passive,0
15505,1,4,0,5.0,5,3610.96,90,5,5,2,113.82000000000001,3497.14,722.192,7,0.2857142857142857,Detractor,1
15506,1,3,1,2.0,5,972.08,121,3,3,0,0.0,972.08,324.0266666666667,3,0.0,Detractor,0
15507,1,4,0,6.0,9,475.86,41,1,1,0,0.0,475.86,475.86,1,0.0,Detractor,0
15508,0,0,1,3.0,8,1000.27,78,6,4,0,0.0,1000.27,166.71166666666667,6,0.0,Detractor,0
15510,0,1,0,3.0,4,250.0,1,1,1,0,0.0,250.0,250.0,1,0.0,Detractor,0
15511,1,5,1,5.0,7,900.53,117,5,5,0,0.0,900.53,180.106,5,0.0,Detractor,0
15512,0,3,0,5.0,3,19.799999999999997,1,1,1,0,0.0,19.799999999999997,19.799999999999997,1,0.0,Detractor,0
15513,1,1,1,9.0,4,13444.720000000001,175,17,13,3,238.14000000000001,13206.58,790.8658823529413,20,0.15,Promoter,1
15514,0,4,0,5.0,3,2199.01,79,7,6,0,0.0,2199.01,314.14428571428573,7,0.0,Detractor,0
15516,0,3,1,3.0,4,62.43,15,3,2,0,0.0,62.43,20.81,3,0.0,Detractor,0
15517,0,4,1,0.0,7,267.03,27,1,1,0,0.0,267.03,267.03,1,0.0,Detractor,0
15518,1,3,1,3.0,5,1921.55,135,8,7,5,30.559999999999995,1890.99,240.19375,13,0.38461538461538464,Detractor,1
15520,0,4,1,7.0,3,343.5,18,1,1,0,0.0,343.5,343.5,1,0.0,Passive,0
15521,1,3,0,2.0,6,3000.2,116,8,6,5,425.54999999999995,2574.65,375.025,13,0.38461538461538464,Detractor,1
15522,0,3,1,4.0,3,397.99,47,2,2,0,0.0,397.99,198.995,2,0.0,Detractor,0
15523,0,1,1,7.0,5,412.01000000000005,10,1,1,0,0.0,412.01000000000005,412.01000000000005,1,0.0,Passive,0
15524,1,4,0,4.0,4,440.0,1,1,1,0,0.0,440.0,440.0,1,0.0,Detractor,0
15525,0,1,1,2.0,4,459.44,97,2,2,1,14.899999999999999,444.53999999999996,229.72,3,0.3333333333333333,Detractor,1
15526,0,1,1,5.0,2,148.44,4,2,1,0,0.0,148.44,74.22,2,0.0,Detractor,0
15527,0,3,1,8.0,5,2207.13,115,7,7,2,80.96000000000001,2126.17,315.30428571428575,9,0.2222222222222222,Passive,1
15528,0,4,0,1.0,5,229.33,26,1,1,0,0.0,229.33,229.33,1,0.0,Detractor,0
15529,0,3,0,4.0,4,3641.14,407,9,9,1,27.450000000000003,3613.69,404.5711111111111,10,0.1,Detractor,1
15530,0,1,0,8.0,5,1497.31,90,4,4,0,0.0,1497.31,374.3275,4,0.0,Passive,0
15531,0,5,1,5.0,2,1972.39,196,2,2,0,0.0,1972.39,986.195,2,0.0,Detractor,0
15532,1,2,1,7.0,4,1210.93,179,3,3,2,63.849999999999994,1147.08,403.6433333333334,5,0.4,Passive,1
15533,0,0,0,6.0,9,807.57,73,3,3,2,60.65,746.92,269.19,5,0.4,Detractor,1
15535,1,4,1,3.0,3,502.9,55,4,3,1,51.0,451.9,125.725,5,0.2,Detractor,1
15537,1,0,1,9.0,6,110.92,24,1,1,0,0.0,110.92,110.92,1,0.0,Promoter,0
15539,1,4,0,10.0,5,538.46,41,1,1,0,0.0,538.46,538.46,1,0.0,Promoter,0
15540,1,1,0,5.0,7,213.3,15,1,1,0,0.0,213.3,213.3,1,0.0,Detractor,0
15541,0,2,0,5.0,5,85.13000000000001,29,1,1,0,0.0,85.13000000000001,85.13000000000001,1,0.0,Detractor,0
15543,1,2,1,5.0,5,127.86,26,1,1,0,0.0,127.86,127.86,1,0.0,Detractor,0
15544,0,2,1,2.0,2,3192.17,117,8,8,2,4.199999999999999,3187.97,399.02125,10,0.2,Detractor,1
15545,0,5,0,5.0,9,153.64000000000001,49,1,1,0,0.0,153.64000000000001,153.64000000000001,1,0.0,Detractor,0
15547,1,2,1,6.0,6,4143.23,416,13,11,0,0.0,4143.23,318.71,13,0.0,Detractor,0
15549,0,1,0,2.0,3,1681.46,104,3,3,1,37.5,1643.96,560.4866666666667,4,0.25,Detractor,1
15550,0,0,0,5.0,6,575.63,43,4,4,0,0.0,575.63,143.9075,4,0.0,Detractor,0
15551,0,4,0,8.0,8,436.06,29,1,1,0,0.0,436.06,436.06,1,0.0,Passive,0
15552,1,4,1,9.0,6,90.12,17,1,1,0,0.0,90.12,90.12,1,0.0,Promoter,0
15553,1,2,1,7.0,8,428.93,51,1,1,0,0.0,428.93,428.93,1,0.0,Passive,0
15554,0,0,0,2.0,2,217.2,14,1,1,0,0.0,217.2,217.2,1,0.0,Detractor,0
15555,0,0,0,2.0,2,3805.04,350,13,13,3,41.870000000000005,3763.17,292.6953846153846,16,0.1875,Detractor,1
15556,0,3,0,2.0,3,279.77,31,1,1,0,0.0,279.77,279.77,1,0.0,Detractor,0
15557,0,1,0,3.0,4,468.91,16,1,1,0,0.0,468.91,468.91,1,0.0,Detractor,0
15561,1,0,0,8.0,8,800.59,27,4,3,1,77.85000000000001,722.74,200.1475,5,0.2,Passive,1
15563,1,4,0,8.0,6,1130.25,77,3,2,3,80.75,1049.5,376.75,6,0.5,Passive,1
15565,1,4,1,9.0,5,173.16,8,2,2,0,0.0,173.16,86.58,2,0.0,Promoter,0
15567,0,3,0,8.0,3,186.01,7,1,1,0,0.0,186.01,186.01,1,0.0,Passive,0
15568,0,4,0,2.0,6,758.29,27,3,3,0,0.0,758.29,252.76333333333332,3,0.0,Detractor,0
15569,0,0,1,6.0,7,1375.71,27,5,4,0,0.0,1375.71,275.142,5,0.0,Detractor,0
15570,0,0,0,7.0,8,3100.88,177,9,9,1,55.55000000000001,3045.33,344.5422222222222,10,0.1,Passive,1
15571,1,4,0,5.0,5,650.4300000000001,47,4,4,0,0.0,650.4300000000001,162.60750000000002,4,0.0,Detractor,0
15572,0,3,0,5.0,5,2533.42,166,7,5,0,0.0,2533.42,361.9171428571429,7,0.0,Detractor,0
15573,1,1,1,3.0,2,591.1899999999999,88,2,2,0,0.0,591.1899999999999,295.59499999999997,2,0.0,Detractor,0
15574,0,3,1,5.0,5,112.1,9,1,1,0,0.0,112.1,112.1,1,0.0,Detractor,0
15576,0,3,0,4.0,8,921.37,43,1,1,0,0.0,921.37,921.37,1,0.0,Detractor,0
15577,1,2,0,9.0,5,258.88,39,3,2,0,0.0,258.88,86.29333333333334,3,0.0,Promoter,0
15578,0,3,1,1.0,4,127.1,13,1,1,0,0.0,127.1,127.1,1,0.0,Detractor,0
15579,0,3,0,3.0,3,327.6,45,2,2,0,0.0,327.6,163.8,2,0.0,Detractor,0
15581,1,3,1,6.0,4,3351.91,94,9,9,1,250.0,3101.91,372.4344444444444,10,0.1,Detractor,1
15582,0,5,1,1.0,3,682.9100000000001,39,3,3,0,0.0,682.9100000000001,227.63666666666668,3,0.0,Detractor,0
15584,0,4,1,1.0,5,720.86,89,4,4,1,2.5,718.36,180.215,5,0.2,Detractor,1
15585,0,1,1,2.0,2,455.3,31,1,1,0,0.0,455.3,455.3,1,0.0,Detractor,0
15587,1,0,0,6.0,4,568.8000000000001,2,3,3,0,0.0,568.8000000000001,189.60000000000002,3,0.0,Detractor,0
15589,1,3,1,6.0,6,478.53000000000003,28,3,2,1,21.95,456.58,159.51000000000002,4,0.25,Detractor,1
15590,0,4,1,8.0,8,0.0,0,0,0,1,30.19,-30.19,0.0,1,1.0,Passive,1
15592,1,3,0,8.0,8,388.58,24,1,1,0,0.0,388.58,388.58,1,0.0,Passive,0
15593,0,2,1,2.0,6,199.8,5,1,1,0,0.0,199.8,199.8,1,0.0,Detractor,0
15594,0,3,1,8.0,7,1771.78,85,5,5,1,4.25,1767.53,354.356,6,0.16666666666666666,Passive,1
15596,1,1,1,0.0,7,1004.27,42,4,4,4,63.250000000000014,941.02,251.0675,8,0.5,Detractor,1
15597,0,1,0,2.0,6,324.57,22,1,1,1,8.850000000000001,315.71999999999997,324.57,2,0.5,Detractor,1
15598,0,3,1,3.0,8,240.68,14,1,1,2,5.0,235.68,240.68,3,0.6666666666666666,Detractor,1
15599,1,0,0,4.0,7,761.74,50,2,2,0,0.0,761.74,380.87,2,0.0,Detractor,0
15601,0,1,1,5.0,8,5540.11,224,12,12,3,31.2,5508.91,461.6758333333333,15,0.2,Detractor,1
15602,0,5,0,5.0,5,1145.32,27,7,7,4,148.49,996.83,163.61714285714285,11,0.36363636363636365,Detractor,1
15603,0,3,0,0.0,3,48.480000000000004,2,1,1,0,0.0,48.480000000000004,48.480000000000004,1,0.0,Detractor,0
15604,0,4,1,6.0,3,216.39,17,1,1,0,0.0,216.39,216.39,1,0.0,Detractor,0
15605,0,1,0,2.0,3,1003.38,53,4,4,0,0.0,1003.38,250.845,4,0.0,Detractor,0
15606,0,3,1,0.0,8,2920.16,48,9,9,2,497.52,2422.64,324.4622222222222,11,0.18181818181818182,Detractor,1
15607,0,4,1,6.0,4,104.76,13,1,1,0,0.0,104.76,104.76,1,0.0,Detractor,0
15608,0,3,0,3.0,4,1093.68,59,4,3,0,0.0,1093.68,273.42,4,0.0,Detractor,0
15609,0,5,0,2.0,4,298.48,16,1,1,1,28.45,270.03000000000003,298.48,2,0.5,Detractor,1
15610,0,4,1,6.0,3,112.46000000000001,6,1,1,0,0.0,112.46000000000001,112.46000000000001,1,0.0,Detractor,0
15611,0,1,0,8.0,4,1591.45,23,13,12,2,23.060000000000002,1568.39,122.41923076923078,15,0.13333333333333333,Passive,1
15612,0,4,1,7.0,5,195.15,4,2,2,0,0.0,195.15,97.575,2,0.0,Passive,0
15615,1,2,0,9.0,2,9318.55,179,20,16,4,39.7,9278.85,465.92749999999995,24,0.16666666666666666,Promoter,1
15618,1,2,1,5.0,2,776.851,39,4,3,1,29.819999999999997,747.031,194.21275,5,0.2,Detractor,1
15619,1,1,1,0.0,8,336.40000000000003,3,1,1,0,0.0,336.40000000000003,336.40000000000003,1,0.0,Detractor,0
15620,0,3,1,5.0,5,1128.69,64,2,2,3,28.78,1099.91,564.345,5,0.6,Detractor,1
15621,1,3,1,5.0,5,1293.03,11,4,3,2,134.26000000000002,1158.77,323.2575,6,0.3333333333333333,Detractor,1
15622,1,2,0,8.0,4,3709.56,169,9,5,7,485.03,3224.53,412.17333333333335,16,0.4375,Passive,1
15623,1,3,1,2.0,8,301.03,19,1,1,0,0.0,301.03,301.03,1,0.0,Detractor,0
15624,1,4,1,6.0,5,588.13,26,4,4,0,0.0,588.13,147.0325,4,0.0,Detractor,0
15625,1,4,1,1.0,2,1534.26,44,4,4,4,29.700000000000003,1504.56,383.565,8,0.5,Detractor,1
15626,0,4,1,2.0,7,675.8,49,2,2,0,0.0,675.8,337.9,2,0.0,Detractor,0
15628,0,3,0,4.0,3,2551.06,80,8,8,1,4.6,2546.46,318.8825,9,0.1111111111111111,Detractor,1
15630,1,3,1,3.0,6,1186.35,57,2,2,1,5.95,1180.4,593.175,3,0.3333333333333333,Detractor,1
15632,1,4,0,9.0,3,3285.31,107,8,8,2,138.0,3147.31,410.66375,10,0.2,Promoter,1
15634,0,1,0,4.0,3,243.55,15,1,1,0,0.0,243.55,243.55,1,0.0,Detractor,0
15636,1,4,1,9.0,8,724.76,20,2,2,0,0.0,724.76,362.38,2,0.0,Promoter,0
15637,0,3,0,4.0,5,223.36,15,1,1,0,0.0,223.36,223.36,1,0.0,Detractor,0
15638,1,2,0,1.0,7,0.0,0,0,0,1,94.0,-94.0,0.0,1,1.0,Detractor,1
15639,1,3,1,6.0,7,425.32,25,1,1,0,0.0,425.32,425.32,1,0.0,Detractor,0
15640,0,1,1,5.0,8,9704.37,201,12,12,2,79.36999999999999,9625.0,808.6975000000001,14,0.14285714285714285,Detractor,1
15641,1,3,1,2.0,6,1578.83,87,3,3,0,0.0,1578.83,526.2766666666666,3,0.0,Detractor,0
15643,1,5,0,3.0,3,664.0,31,3,2,3,16.6,647.4,221.33333333333334,6,0.5,Detractor,1
15644,1,3,1,4.0,6,803.54,166,4,3,0,0.0,803.54,200.885,4,0.0,Detractor,0
15645,1,2,0,8.0,8,612.01,50,1,1,0,0.0,612.01,612.01,1,0.0,Passive,0
15646,0,3,0,6.0,5,257.84000000000003,18,2,2,1,22.5,235.34,128.92000000000002,3,0.3333333333333333,Detractor,1
15648,1,4,1,8.0,4,639.5,23,2,2,2,57.45,582.0500000000001,319.75,4,0.5,Passive,1
15649,0,2,1,3.0,8,306.0,1,1,1,0,0.0,306.0,306.0,1,0.0,Detractor,0
15651,0,3,0,3.0,2,646.3,27,3,2,0,0.0,646.3,215.4333333333333,3,0.0,Detractor,0
15652,0,3,1,7.0,4,337.74,21,1,1,0,0.0,337.74,337.74,1,0.0,Passive,0
15653,1,1,1,10.0,9,877.4399999999999,4,2,2,0,0.0,877.4399999999999,438.71999999999997,2,0.0,Promoter,0
15654,1,2,0,8.0,5,922.53,15,2,2,0,0.0,922.53,461.265,2,0.0,Passive,0
15655,0,5,0,6.0,2,560.67,34,1,1,1,49.35,511.32,560.67,2,0.5,Detractor,1
15656,0,3,1,7.0,6,748.5,46,4,4,0,0.0,748.5,187.125,4,0.0,Passive,0
15657,0,3,1,7.0,2,30.0,1,1,1,0,0.0,30.0,30.0,1,0.0,Passive,0
15658,0,4,1,4.0,4,717.9,29,4,4,3,65.2,652.7,179.475,7,0.42857142857142855,Detractor,1
15659,0,0,0,0.0,9,306.45,11,1,1,0,0.0,306.45,306.45,1,0.0,Detractor,0
15660,0,3,0,6.0,6,1391.56,52,8,5,3,48.85,1342.71,173.945,11,0.2727272727272727,Detractor,1
15661,0,2,0,1.0,7,309.8,4,2,2,0,0.0,309.8,154.9,2,0.0,Detractor,0
15663,0,0,0,3.0,7,138.14,9,1,1,0,0.0,138.14,138.14,1,0.0,Detractor,0
15664,0,3,0,4.0,3,386.43,17,1,1,0,0.0,386.43,386.43,1,0.0,Detractor,0
15665,0,1,0,1.0,5,2222.21,92,2,2,0,0.0,2222.21,1111.105,2,0.0,Detractor,0
15667,0,3,0,6.0,8,301.32,13,1,1,0,0.0,301.32,301.32,1,0.0,Detractor,0
15668,0,5,0,6.0,7,76.32000000000001,1,1,1,0,0.0,76.32000000000001,76.32000000000001,1,0.0,Detractor,0
15669,0,5,1,6.0,3,684.34,31,4,4,1,6.65,677.69,171.085,5,0.2,Detractor,1
15670,0,2,0,8.0,8,173.05,12,1,1,0,0.0,173.05,173.05,1,0.0,Passive,0
15671,0,2,0,3.0,5,2657.13,52,7,7,3,21.64,2635.4900000000002,379.59000000000003,10,0.3,Detractor,1
15673,0,2,0,5.0,3,2726.23,107,4,4,0,0.0,2726.23,681.5575,4,0.0,Detractor,0
15674,0,2,0,6.0,4,2446.6,88,5,5,3,702.5799999999999,1744.02,489.32,8,0.375,Detractor,1
15675,0,4,0,5.0,8,323.69,20,3,3,0,0.0,323.69,107.89666666666666,3,0.0,Detractor,0
15676,0,2,1,3.0,5,3435.76,191,3,3,2,111.67,3324.09,1145.2533333333333,5,0.4,Detractor,1
15677,0,3,1,3.0,8,657.23,33,1,1,0,0.0,657.23,657.23,1,0.0,Detractor,0
15678,0,3,0,4.0,7,352.7,12,1,1,0,0.0,352.7,352.7,1,0.0,Detractor,0
15679,0,0,1,0.0,9,781.28,98,4,4,0,0.0,781.28,195.32,4,0.0,Detractor,0
15680,0,4,1,4.0,6,854.79,40,2,2,0,0.0,854.79,427.395,2,0.0,Detractor,0
15681,0,4,0,5.0,9,1426.16,32,5,4,1,479.8,946.36,285.232,6,0.16666666666666666,Detractor,1
15683,0,1,0,8.0,6,193.75,10,1,1,0,0.0,193.75,193.75,1,0.0,Passive,0
15687,0,2,1,6.0,7,2993.1,119,9,8,2,11.6,2981.5,332.56666666666666,11,0.18181818181818182,Detractor,1
15689,0,4,0,2.0,3,150.6,3,1,1,0,0.0,150.6,150.6,1,0.0,Detractor,0
15690,0,4,0,2.0,9,239.76,19,2,2,0,0.0,239.76,119.88,2,0.0,Detractor,0
15691,0,5,1,8.0,3,136.8,2,1,1,0,0.0,136.8,136.8,1,0.0,Passive,0
15692,1,1,1,7.0,4,191.04,12,1,1,0,0.0,191.04,191.04,1,0.0,Passive,0
15694,0,3,1,2.0,4,5632.07,39,11,11,1,55.800000000000004,5576.27,512.0063636363636,12,0.08333333333333333,Detractor,1
15695,0,3,0,3.0,3,409.98,22,2,1,0,0.0,409.98,204.99,2,0.0,Detractor,0
15696,1,1,0,1.0,8,2711.11,140,8,8,4,92.00000000000001,2619.11,338.88875,12,0.3333333333333333,Detractor,1
15699,1,4,0,7.0,7,309.65,18,1,1,0,0.0,309.65,309.65,1,0.0,Passive,0
15700,1,0,1,7.0,8,696.68,85,2,2,1,32.65,664.03,348.34,3,0.3333333333333333,Passive,1
15701,0,1,1,0.0,7,1529.0,193,4,4,0,0.0,1529.0,382.25,4,0.0,Detractor,0
15703,1,1,1,3.0,9,211.5,5,1,1,0,0.0,211.5,211.5,1,0.0,Detractor,0
15704,0,5,1,6.0,4,2293.62,79,4,3,0,0.0,2293.62,573.405,4,0.0,Detractor,0
15705,1,2,1,9.0,4,143.1,6,1,1,0,0.0,143.1,143.1,1,0.0,Promoter,0
15706,0,5,1,8.0,6,1060.56,50,4,4,3,58.74999999999999,1001.8100000000001,265.14,7,0.42857142857142855,Passive,1
15707,1,0,1,9.0,6,916.98,126,4,4,0,0.0,916.98,229.245,4,0.0,Promoter,0
15708,0,5,0,8.0,6,2917.96,114,6,6,3,26.2,2891.76,486.32666666666665,9,0.3333333333333333,Passive,1
15709,1,2,1,9.0,7,133.25,6,1,1,0,0.0,133.25,133.25,1,0.0,Promoter,0
15712,1,3,1,4.0,9,1072.3600000000001,41,5,5,0,0.0,1072.3600000000001,214.47200000000004,5,0.0,Detractor,0
15713,0,3,0,5.0,2,185.55,10,1,1,0,0.0,185.55,185.55,1,0.0,Detractor,0
15714,0,3,1,8.0,8,330.03000000000003,34,2,2,0,0.0,330.03000000000003,165.01500000000001,2,0.0,Passive,0
15716,1,3,1,7.0,5,571.71,69,3,3,0,0.0,571.71,190.57000000000002,3,0.0,Passive,0
15717,1,0,1,6.0,8,150.3,7,1,1,0,0.0,150.3,150.3,1,0.0,Detractor,0
15719,0,3,1,5.0,3,5030.07,299,13,13,1,1.65,5028.42,386.92846153846153,14,0.07142857142857142,Detractor,1
15720,1,3,1,1.0,5,598.73,128,1,1,0,0.0,598.73,598.73,1,0.0,Detractor,0
15721,1,0,1,2.0,2,471.40000000000003,80,1,1,0,0.0,471.40000000000003,471.40000000000003,1,0.0,Detractor,0
15722,0,0,1,7.0,4,2211.21,45,5,4,1,41.35,2169.86,442.242,6,0.16666666666666666,Passive,1
15724,0,3,1,7.0,7,218.25,11,2,2,1,5.95,212.3,109.125,3,0.3333333333333333,Passive,1
15725,1,4,0,10.0,7,415.25,32,1,1,0,0.0,415.25,415.25,1,0.0,Promoter,0
15727,0,1,1,0.0,9,3642.11,176,6,6,0,0.0,3642.11,607.0183333333333,6,0.0,Detractor,0
15728,0,1,1,8.0,3,0.0,0,0,0,1,134.8,-134.8,0.0,1,1.0,Passive,1
15729,1,0,1,9.0,6,85.0,5,1,1,1,23.0,62.0,85.0,2,0.5,Promoter,1
15730,1,2,1,0.0,4,1120.88,68,3,3,1,12.5,1108.38,373.6266666666667,4,0.25,Detractor,1
15732,0,2,1,7.0,7,156.02,9,1,1,0,0.0,156.02,156.02,1,0.0,Passive,0
15733,1,3,0,9.0,4,162.3,10,1,1,0,0.0,162.3,162.3,1,0.0,Promoter,0
15734,0,4,0,5.0,3,1339.45,25,2,2,0,0.0,1339.45,669.725,2,0.0,Detractor,0
15737,0,2,1,2.0,3,1188.1200000000001,60,8,7,4,66.91,1121.21,148.51500000000001,12,0.3333333333333333,Detractor,1
15738,0,1,1,6.0,5,4482.77,45,15,14,2,20.7,4462.07,298.85133333333334,17,0.11764705882352941,Detractor,1
15739,0,3,1,5.0,3,449.12,8,1,1,0,0.0,449.12,449.12,1,0.0,Detractor,0
15740,0,3,0,0.0,8,154.88,9,1,1,0,0.0,154.88,154.88,1,0.0,Detractor,0
15743,1,5,1,6.0,8,775.96,59,4,4,0,0.0,775.96,193.99,4,0.0,Detractor,0
15744,1,1,1,6.0,9,34.8,3,1,1,0,0.0,34.8,34.8,1,0.0,Detractor,0
15745,1,1,1,10.0,8,1094.59,57,4,4,2,23.35,1071.24,273.6475,6,0.3333333333333333,Promoter,1
15746,1,0,1,4.0,7,196.88,28,1,1,1,13.919999999999998,182.96,196.88,2,0.5,Detractor,1
15747,0,2,1,3.0,5,946.64,52,3,3,0,0.0,946.64,315.5466666666667,3,0.0,Detractor,0
15748,1,4,1,10.0,9,144.36,19,1,1,0,0.0,144.36,144.36,1,0.0,Promoter,0
15749,0,3,0,2.0,5,44534.3,5,3,2,1,22998.4,21535.9,14844.766666666668,4,0.25,Detractor,1
15750,1,4,1,1.0,6,2122.53,202,6,6,0,0.0,2122.53,353.75500000000005,6,0.0,Detractor,0
15752,1,4,0,3.0,3,2366.95,227,6,6,1,8.45,2358.5,394.4916666666666,7,0.14285714285714285,Detractor,1
15753,1,3,0,8.0,3,79.2,1,1,1,0,0.0,79.2,79.2,1,0.0,Passive,0
