CustomerID,Recency,Frequency,Monetary,Cluster,Segment
14593,22,3,617.15,2,Recent / Developing
14594,7,1,108.33,2,Recent / Developing
14595,20,6,1740.6000000000001,1,Regular Customers
14597,11,2,866.24,2,Recent / Developing
14598,44,1,221.97,0,Dormant / Low-Value
14600,306,1,393.33000000000004,0,Dormant / Low-Value
14601,11,1,213.96,2,Recent / Developing
14603,275,1,660.0,0,Dormant / Low-Value
14606,1,85,10842.39,3,High-Value Customers
14607,16,14,16209.5,3,High-Value Customers
14608,4,3,1581.15,2,Recent / Developing
14609,72,4,601.56,1,Regular Customers
14616,243,3,406.08000000000004,0,Dormant / Low-Value
14618,9,3,553.44,2,Recent / Developing
14619,246,1,394.44,0,Dormant / Low-Value
14620,206,2,412.78000000000003,0,Dormant / Low-Value
14621,1,4,1482.66,3,High-Value Customers
14622,185,1,320.58000000000004,0,Dormant / Low-Value
14623,32,5,886.7,1,Regular Customers
14624,57,2,225.85,0,Dormant / Low-Value
14625,196,1,314.1,0,Dormant / Low-Value
14626,24,4,2791.27,1,Regular Customers
14628,91,2,671.96,0,Dormant / Low-Value
14629,4,2,955.26,2,Recent / Developing
14631,51,3,1006.98,1,Regular Customers
14632,263,1,114.56,0,Dormant / Low-Value
14633,266,1,344.90000000000003,0,Dormant / Low-Value
14636,36,2,609.85,2,Recent / Developing
14638,51,1,443.6,0,Dormant / Low-Value
14639,52,5,2307.95,1,Regular Customers
14640,24,6,2107.38,1,Regular Customers
14641,22,1,110.46000000000001,2,Recent / Developing
14642,59,1,96.12,0,Dormant / Low-Value
14643,170,1,335.87,0,Dormant / Low-Value
14644,68,2,830.76,1,Regular Customers
14645,157,2,597.09,0,Dormant / Low-Value
14647,201,1,236.04000000000002,0,Dormant / Low-Value
14649,5,4,1402.59,3,High-Value Customers
14651,67,2,653.75,1,Regular Customers
14652,77,1,114.18,0,Dormant / Low-Value
14653,1,7,1926.65,3,High-Value Customers
14655,8,4,1932.23,1,Regular Customers
14656,169,2,291.05,0,Dormant / Low-Value
14657,18,4,848.22,1,Regular Customers
14658,5,2,247.15,2,Recent / Developing
14659,9,9,2529.93,3,High-Value Customers
14660,87,2,285.74,0,Dormant / Low-Value
14661,27,1,107.95,2,Recent / Developing
14662,29,4,741.37,1,Regular Customers
14664,20,2,636.24,2,Recent / Developing
14665,61,5,1835.7,1,Regular Customers
14666,24,1,195.25,2,Recent / Developing
14667,11,20,7203.0,3,High-Value Customers
14669,242,3,1259.24,1,Regular Customers
14670,280,2,392.86,0,Dormant / Low-Value
14672,235,2,765.5500000000001,0,Dormant / Low-Value
14673,3,4,1362.91,3,High-Value Customers
14675,16,1,596.36,2,Recent / Developing
14676,31,6,2548.2400000000002,1,Regular Customers
14680,25,14,25878.71,3,High-Value Customers
14681,71,3,498.95,1,Regular Customers
14682,188,2,52.0,0,Dormant / Low-Value
14684,26,4,1033.15,1,Regular Customers
14687,107,1,628.38,0,Dormant / Low-Value
14688,8,20,5134.12,3,High-Value Customers
14689,209,1,112.80000000000001,0,Dormant / Low-Value
14690,44,2,355.05,2,Recent / Developing
14691,31,5,2114.33,1,Regular Customers
14692,137,4,591.55,1,Regular Customers
14693,264,1,172.9,0,Dormant / Low-Value
14696,4,6,1784.33,3,High-Value Customers
14697,218,2,188.61,0,Dormant / Low-Value
14698,2,5,1217.27,3,High-Value Customers
14699,214,1,109.13000000000001,0,Dormant / Low-Value
14700,32,3,2195.1,1,Regular Customers
14701,11,9,2526.09,3,High-Value Customers
14702,1,16,2941.34,3,High-Value Customers
14703,15,1,318.17,2,Recent / Developing
14704,11,9,1493.96,3,High-Value Customers
14705,199,1,179.0,0,Dormant / Low-Value
14708,3,2,707.3100000000001,2,Recent / Developing
14709,15,12,4606.9400000000005,3,High-Value Customers
14710,14,4,599.48,2,Recent / Developing
14711,10,11,2839.62,3,High-Value Customers
14712,29,3,917.07,1,Regular Customers
14713,9,9,2236.35,3,High-Value Customers
14714,24,1,160.19,2,Recent / Developing
14715,25,4,867.38,1,Regular Customers
14716,43,2,307.51,2,Recent / Developing
14719,2,5,1581.84,3,High-Value Customers
14720,6,3,663.81,2,Recent / Developing
14722,147,1,180.42,0,Dormant / Low-Value
14723,10,3,666.71,2,Recent / Developing
14725,25,1,655.58,2,Recent / Developing
14727,274,1,268.58,0,Dormant / Low-Value
14730,1,8,1897.57,3,High-Value Customers
14731,47,3,380.02,2,Recent / Developing
14732,8,8,2702.4900000000002,3,High-Value Customers
14733,16,9,5228.6900000000005,3,High-Value Customers
14735,4,31,5813.49,3,High-Value Customers
14737,4,2,730.55,2,Recent / Developing
14738,43,7,1314.45,1,Regular Customers
14739,4,6,3188.4,3,High-Value Customers
14740,197,3,1448.21,1,Regular Customers
14741,12,4,905.04,1,Regular Customers
14744,16,6,874.98,1,Regular Customers
14745,113,5,1220.26,1,Regular Customers
14747,249,1,328.2,0,Dormant / Low-Value
14748,29,3,945.33,1,Regular Customers
14752,44,1,389.64000000000004,2,Recent / Developing
14753,87,1,563.15,0,Dormant / Low-Value
14754,45,2,638.05,1,Regular Customers
14755,10,11,5010.28,3,High-Value Customers
14756,15,1,738.96,2,Recent / Developing
14757,75,1,420.5,0,Dormant / Low-Value
14758,145,4,1484.06,1,Regular Customers
14759,5,3,1625.97,2,Recent / Developing
14760,297,1,89.2,0,Dormant / Low-Value
14761,59,2,255.9,0,Dormant / Low-Value
14762,264,1,300.52,0,Dormant / Low-Value
14764,47,1,278.3,0,Dormant / Low-Value
14765,29,3,254.11,2,Recent / Developing
14766,8,5,2292.97,3,High-Value Customers
14768,17,2,192.60000000000002,2,Recent / Developing
14769,3,7,10069.97,3,High-Value Customers
14770,232,2,876.4200000000001,0,Dormant / Low-Value
14772,112,1,139.26,0,Dormant / Low-Value
14775,58,2,605.34,1,Regular Customers
14776,51,11,2538.2999999999997,3,High-Value Customers
14778,127,2,730.86,0,Dormant / Low-Value
14779,281,3,386.15,0,Dormant / Low-Value
14780,55,2,447.68,0,Dormant / Low-Value
14782,320,1,200.10000000000002,0,Dormant / Low-Value
14784,26,2,289.99,2,Recent / Developing
14785,10,2,77.4,2,Recent / Developing
14788,7,2,679.44,2,Recent / Developing
14789,29,1,197.64,2,Recent / Developing
14790,17,4,745.06,1,Regular Customers
14792,64,1,6.2,0,Dormant / Low-Value
14793,21,1,228.99,2,Recent / Developing
14794,3,7,1319.91,3,High-Value Customers
14795,166,1,131.45000000000002,0,Dormant / Low-Value
14796,1,15,6946.67,3,High-Value Customers
14798,53,3,173.74,0,Dormant / Low-Value
14799,51,1,157.7,0,Dormant / Low-Value
14800,48,10,3111.94,3,High-Value Customers
14801,61,1,189.34,0,Dormant / Low-Value
14803,162,3,845.5500000000001,1,Regular Customers
14804,9,1,353.27,2,Recent / Developing
14805,15,4,546.4,2,Recent / Developing
14806,75,1,193.39000000000001,0,Dormant / Low-Value
14808,40,8,2718.6,1,Regular Customers
14810,41,10,1907.44,1,Regular Customers
14815,37,2,778.5,1,Regular Customers
14816,197,1,271.85,0,Dormant / Low-Value
14817,200,2,1110.34,0,Dormant / Low-Value
14818,74,3,657.8,1,Regular Customers
14819,64,2,272.07,0,Dormant / Low-Value
14820,21,4,507.29,1,Regular Customers
14823,180,3,321.43,0,Dormant / Low-Value
14824,10,4,1127.71,1,Regular Customers
14825,4,10,1824.5800000000002,3,High-Value Customers
14828,197,3,2139.76,1,Regular Customers
14829,29,2,312.22,2,Recent / Developing
14830,53,1,188.88,0,Dormant / Low-Value
14834,18,6,1720.3,1,Regular Customers
14836,10,3,102.45,2,Recent / Developing
14837,90,4,1649.5,1,Regular Customers
14840,268,1,62.85,0,Dormant / Low-Value
14841,53,5,2900.6,1,Regular Customers
14842,44,4,2824.69,1,Regular Customers
14844,64,4,3189.81,1,Regular Customers
14847,149,1,309.40000000000003,0,Dormant / Low-Value
14849,22,20,7363.650000000001,3,High-Value Customers
14850,312,1,325.75,0,Dormant / Low-Value
14851,23,2,511.35,2,Recent / Developing
14852,58,6,2836.69,1,Regular Customers
14853,24,2,475.8,2,Recent / Developing
14854,78,7,2740.03,1,Regular Customers
14855,119,2,645.65,0,Dormant / Low-Value
14856,36,3,1290.53,1,Regular Customers
14857,60,2,1173.1200000000001,1,Regular Customers
14859,13,4,1353.74,1,Regular Customers
14860,19,1,170.32,2,Recent / Developing
14861,52,1,125.79,0,Dormant / Low-Value
14862,26,2,841.2,2,Recent / Developing
14863,29,1,266.76,2,Recent / Developing
14865,7,1,15.0,2,Recent / Developing
14866,11,11,14286.220000000001,3,High-Value Customers
14867,186,3,710.28,1,Regular Customers
14868,3,8,2953.59,3,High-Value Customers
14869,9,2,721.45,2,Recent / Developing
14870,262,1,327.25,0,Dormant / Low-Value
14871,3,3,380.33,2,Recent / Developing
14873,210,1,519.68,0,Dormant / Low-Value
14875,108,2,1465.32,1,Regular Customers
14878,13,8,1154.08,3,High-Value Customers
14880,77,3,690.59,1,Regular Customers
14881,20,1,255.4,2,Recent / Developing
14882,27,2,589.7,2,Recent / Developing
14883,19,6,761.59,1,Regular Customers
14885,132,1,765.3199999999999,0,Dormant / Low-Value
14886,253,1,364.8,0,Dormant / Low-Value
14887,79,1,1862.0,1,Regular Customers
14888,207,1,369.2,0,Dormant / Low-Value
14889,336,1,135.9,0,Dormant / Low-Value
14890,254,1,125.65,0,Dormant / Low-Value
14891,148,2,554.38,0,Dormant / Low-Value
14893,10,2,1237.8500000000001,2,Recent / Developing
14894,85,1,655.75,0,Dormant / Low-Value
14895,8,20,11138.710000000001,3,High-Value Customers
14896,205,1,211.55,0,Dormant / Low-Value
14897,8,4,1366.38,1,Regular Customers
14898,23,5,1170.81,1,Regular Customers
14901,11,6,924.24,1,Regular Customers
14902,26,1,332.66,2,Recent / Developing
14903,21,5,2795.33,1,Regular Customers
14904,2,2,1025.44,2,Recent / Developing
14905,158,2,616.15,0,Dormant / Low-Value
14907,3,4,2540.4100000000003,3,High-Value Customers
14908,74,1,277.8,0,Dormant / Low-Value
14910,3,4,434.35,2,Recent / Developing
14913,36,3,926.5600000000001,1,Regular Customers
14915,91,2,307.48,0,Dormant / Low-Value
14916,71,4,1268.98,1,Regular Customers
14918,116,2,1610.15,1,Regular Customers
14920,213,2,977.77,0,Dormant / Low-Value
14921,30,2,1316.07,1,Regular Customers
14923,51,1,749.1,0,Dormant / Low-Value
14924,246,1,310.05,0,Dormant / Low-Value
14929,32,1,223.88,2,Recent / Developing
14944,30,12,5900.25,3,High-Value Customers
14946,14,1,100.9,2,Recent / Developing
14947,72,2,290.82,0,Dormant / Low-Value
14948,23,6,1101.97,1,Regular Customers
14950,19,1,371.2,2,Recent / Developing
14951,79,1,311.69,0,Dormant / Low-Value
14952,60,10,7413.33,3,High-Value Customers
14953,25,1,285.67,2,Recent / Developing
14954,12,1,294.85,2,Recent / Developing
14957,253,1,58.49,0,Dormant / Low-Value
14958,147,3,483.73,0,Dormant / Low-Value
14959,64,4,695.42,1,Regular Customers
14960,8,2,221.27,2,Recent / Developing
14961,11,7,5861.9800000000005,3,High-Value Customers
14962,271,1,126.7,0,Dormant / Low-Value
14963,10,5,1472.34,1,Regular Customers
14964,247,1,206.21,0,Dormant / Low-Value
14965,96,2,596.09,0,Dormant / Low-Value
14966,15,1,183.02,2,Recent / Developing
14967,50,1,463.8,0,Dormant / Low-Value
14968,30,1,147.59,2,Recent / Developing
14970,68,4,1592.06,1,Regular Customers
14971,35,3,1097.98,1,Regular Customers
14972,128,1,114.77,0,Dormant / Low-Value
14973,107,3,1314.45,1,Regular Customers
14974,37,1,89.94,0,Dormant / Low-Value
14975,57,1,279.94,0,Dormant / Low-Value
14976,57,7,790.86,1,Regular Customers
14978,72,5,1921.3700000000001,1,Regular Customers
14981,246,1,102.12,0,Dormant / Low-Value
14984,19,2,202.37,2,Recent / Developing
14985,198,1,172.24,0,Dormant / Low-Value
14987,16,1,163.2,2,Recent / Developing
14988,212,1,334.54,0,Dormant / Low-Value
14995,39,2,231.98000000000002,2,Recent / Developing
14997,46,3,546.1999999999999,1,Regular Customers
14998,170,2,414.87,0,Dormant / Low-Value
15000,48,1,490.52,0,Dormant / Low-Value
15002,116,3,1010.11,1,Regular Customers
15004,147,1,1220.77,0,Dormant / Low-Value
15005,16,26,5824.96,3,High-Value Customers
15006,51,1,480.38,0,Dormant / Low-Value
15007,159,1,156.91,0,Dormant / Low-Value
15009,12,3,1259.43,1,Regular Customers
15010,36,1,308.94,2,Recent / Developing
15012,54,1,216.48,0,Dormant / Low-Value
15014,43,2,257.67,2,Recent / Developing
15016,173,1,170.04,0,Dormant / Low-Value
15017,34,1,125.58,2,Recent / Developing
15018,39,2,384.96,2,Recent / Developing
15019,267,1,252.81,0,Dormant / Low-Value
15021,9,8,1673.68,3,High-Value Customers
15022,12,4,852.39,1,Regular Customers
15023,3,10,6291.01,3,High-Value Customers
15024,10,8,1145.21,3,High-Value Customers
15025,33,1,361.96,2,Recent / Developing
15026,80,3,469.0,1,Regular Customers
15027,31,4,1066.15,1,Regular Customers
15028,8,3,441.16,2,Recent / Developing
15030,72,2,518.28,0,Dormant / Low-Value
15031,4,4,653.19,2,Recent / Developing
15032,256,1,2188.5,0,Dormant / Low-Value
15033,5,10,2557.18,3,High-Value Customers
15034,16,7,3453.76,3,High-Value Customers
15035,90,1,252.73000000000002,0,Dormant / Low-Value
15036,72,3,429.56,1,Regular Customers
15038,59,5,566.86,1,Regular Customers
15039,10,45,18474.93,3,High-Value Customers
15041,170,1,179.93,0,Dormant / Low-Value
15042,199,1,135.93,0,Dormant / Low-Value
15043,31,1,537.0,2,Recent / Developing
15044,19,13,5545.18,3,High-Value Customers
15045,152,2,735.66,0,Dormant / Low-Value
15046,9,15,5090.42,3,High-Value Customers
15047,270,1,343.62,0,Dormant / Low-Value
15048,65,3,282.3,0,Dormant / Low-Value
15049,274,1,121.17000000000002,0,Dormant / Low-Value
15050,25,3,1737.69,1,Regular Customers
15051,23,3,1383.36,1,Regular Customers
15052,319,1,207.73000000000002,0,Dormant / Low-Value
15053,5,3,693.95,2,Recent / Developing
15054,12,2,302.1,2,Recent / Developing
15057,275,2,1489.5,1,Regular Customers
15058,25,11,2102.54,3,High-Value Customers
15059,41,9,1337.72,1,Regular Customers
15060,8,4,294.25,2,Recent / Developing
15061,4,36,34583.479999999996,3,High-Value Customers
15062,71,3,778.78,1,Regular Customers
15063,213,1,370.79999999999995,0,Dormant / Low-Value
15065,38,4,3158.13,1,Regular Customers
15066,53,1,893.59,0,Dormant / Low-Value
15067,78,3,1744.76,1,Regular Customers
15068,46,2,553.36,2,Recent / Developing
15069,179,1,1109.53,0,Dormant / Low-Value
15071,94,2,982.07,1,Regular Customers
15073,10,3,1043.41,2,Recent / Developing
15074,105,1,735.67,0,Dormant / Low-Value
15075,78,1,773.03,0,Dormant / Low-Value
15076,173,1,880.85,0,Dormant / Low-Value
15078,7,28,8924.460000000001,3,High-Value Customers
15079,213,3,753.6600000000001,0,Dormant / Low-Value
15081,22,4,393.65000000000003,2,Recent / Developing
15083,257,1,88.2,0,Dormant / Low-Value
15087,282,1,306.94,0,Dormant / Low-Value
15088,21,2,1160.07,1,Regular Customers
15089,10,6,2420.84,3,High-Value Customers
15090,308,1,381.32,0,Dormant / Low-Value
15091,68,1,480.71,0,Dormant / Low-Value
15092,215,2,457.81,0,Dormant / Low-Value
15093,18,5,3973.29,3,High-Value Customers
15095,104,4,1370.6000000000001,1,Regular Customers
15096,43,1,219.39000000000001,0,Dormant / Low-Value
15097,4,1,248.08,2,Recent / Developing
15098,182,3,39916.5,1,Regular Customers
15099,84,1,410.48,0,Dormant / Low-Value
15100,334,1,175.2,0,Dormant / Low-Value
15101,9,1,215.25,2,Recent / Developing
15103,31,2,703.36,2,Recent / Developing
15104,197,2,993.54,0,Dormant / Low-Value
15105,18,7,2298.93,3,High-Value Customers
15106,18,5,1422.52,1,Regular Customers
15107,311,4,142.45,0,Dormant / Low-Value
15109,246,1,484.95,0,Dormant / Low-Value
15110,24,4,996.1,1,Regular Customers
15111,29,2,1278.98,1,Regular Customers
15113,10,3,3509.43,1,Regular Customers
15114,30,10,2760.56,3,High-Value Customers
15115,18,1,340.11,2,Recent / Developing
15116,18,4,1352.75,1,Regular Customers
15117,15,5,1551.78,1,Regular Customers
15118,134,1,244.8,0,Dormant / Low-Value
15119,246,1,266.4,0,Dormant / Low-Value
15120,134,1,358.82,0,Dormant / Low-Value
15121,50,2,457.72,2,Recent / Developing
15122,114,3,1633.78,1,Regular Customers
15123,7,2,2199.31,2,Recent / Developing
15124,23,2,184.19,2,Recent / Developing
15125,25,15,11528.48,3,High-Value Customers
15127,66,1,406.53000000000003,0,Dormant / Low-Value
15128,60,4,1471.0,1,Regular Customers
15129,50,11,3447.4,3,High-Value Customers
15130,170,1,330.11,0,Dormant / Low-Value
15132,18,5,977.9300000000001,1,Regular Customers
15133,128,3,982.42,1,Regular Customers
15134,15,8,1387.99,3,High-Value Customers
15135,239,1,139.05,0,Dormant / Low-Value
15136,3,4,1286.7,3,High-Value Customers
15139,240,2,178.96,0,Dormant / Low-Value
15140,52,7,2354.25,1,Regular Customers
15142,46,1,498.74,2,Recent / Developing
15143,226,1,259.45,0,Dormant / Low-Value
15144,8,17,6580.4400000000005,3,High-Value Customers
15145,4,4,1194.73,3,High-Value Customers
15146,165,2,1327.16,1,Regular Customers
15147,240,1,623.5,0,Dormant / Low-Value
15148,11,1,301.29,2,Recent / Developing
15149,134,1,520.8000000000001,0,Dormant / Low-Value
15150,17,10,5291.33,3,High-Value Customers
15152,10,13,4745.69,3,High-Value Customers
15153,31,1,329.25,2,Recent / Developing
15154,75,1,254.28,0,Dormant / Low-Value
15156,1,3,961.49,2,Recent / Developing
15157,4,2,850.61,2,Recent / Developing
15158,45,1,401.40000000000003,2,Recent / Developing
15159,2,28,16780.03,3,High-Value Customers
15163,18,2,304.47,2,Recent / Developing
15164,69,3,824.58,1,Regular Customers
15167,321,1,158.8,0,Dormant / Low-Value
15168,26,1,106.56,2,Recent / Developing
15171,331,1,1289.5,0,Dormant / Low-Value
15172,9,5,1624.05,3,High-Value Customers
15174,323,1,135.75,0,Dormant / Low-Value
15175,72,1,224.14,0,Dormant / Low-Value
15178,260,1,40.5,0,Dormant / Low-Value
15179,18,5,2206.9500000000003,1,Regular Customers
15181,66,3,689.48,1,Regular Customers
15182,154,2,622.85,0,Dormant / Low-Value
15184,29,2,402.2,2,Recent / Developing
15185,70,1,310.62,0,Dormant / Low-Value
15186,14,2,411.41,2,Recent / Developing
15187,2,16,4777.18,3,High-Value Customers
15189,1,41,16225.39,3,High-Value Customers
15192,120,2,729.32,0,Dormant / Low-Value
15193,61,1,499.32,0,Dormant / Low-Value
15194,3,12,6057.54,3,High-Value Customers
15195,3,1,3861.0,2,Recent / Developing
15197,11,2,523.11,2,Recent / Developing
15198,92,2,193.64,0,Dormant / Low-Value
15199,59,4,1268.7,1,Regular Customers
15201,87,5,1236.54,1,Regular Customers
15203,26,6,1827.8,1,Regular Customers
15205,85,2,653.24,0,Dormant / Low-Value
15206,10,4,420.3,2,Recent / Developing
15208,1,4,804.72,2,Recent / Developing
15210,225,1,331.18,0,Dormant / Low-Value
15211,60,1,511.34000000000003,0,Dormant / Low-Value
15212,241,1,101.8,0,Dormant / Low-Value
15213,319,2,328.35,0,Dormant / Low-Value
15214,2,8,1661.44,3,High-Value Customers
15215,47,3,734.94,1,Regular Customers
15216,88,1,96.6,0,Dormant / Low-Value
15218,11,11,5756.89,3,High-Value Customers
15219,176,1,305.75,0,Dormant / Low-Value
15220,52,6,1778.96,1,Regular Customers
15222,319,1,585.0,0,Dormant / Low-Value
15223,226,2,755.75,0,Dormant / Low-Value
15225,234,1,409.40000000000003,0,Dormant / Low-Value
15226,311,1,154.41,0,Dormant / Low-Value
15227,37,5,1219.4,1,Regular Customers
15228,66,4,3386.71,1,Regular Customers
15230,239,2,429.6,0,Dormant / Low-Value
15232,113,2,612.06,0,Dormant / Low-Value
15234,277,1,197.0,0,Dormant / Low-Value
15235,218,9,1552.8700000000001,1,Regular Customers
15236,299,1,321.05,0,Dormant / Low-Value
15237,2,4,1412.32,3,High-Value Customers
15238,29,3,1071.99,1,Regular Customers
15239,10,2,780.59,2,Recent / Developing
15240,45,5,1706.57,1,Regular Customers
15241,67,8,1756.44,1,Regular Customers
15243,74,1,316.68,0,Dormant / Low-Value
15244,65,2,631.57,1,Regular Customers
15245,134,3,2515.84,1,Regular Customers
15246,238,1,328.15,0,Dormant / Low-Value
15247,122,1,356.0,0,Dormant / Low-Value
15249,32,13,6688.46,3,High-Value Customers
15251,9,11,10484.99,3,High-Value Customers
15252,36,2,740.78,1,Regular Customers
15253,16,5,918.2,1,Regular Customers
15254,127,1,300.36,0,Dormant / Low-Value
15255,67,1,890.85,0,Dormant / Low-Value
15256,149,1,98.45,0,Dormant / Low-Value
15257,283,1,317.15,0,Dormant / Low-Value
15258,169,2,623.16,0,Dormant / Low-Value
15260,100,5,1390.27,1,Regular Customers
15261,135,1,254.82,0,Dormant / Low-Value
15262,324,1,178.95000000000002,0,Dormant / Low-Value
15263,107,1,156.51,0,Dormant / Low-Value
15264,64,1,393.74,0,Dormant / Low-Value
15265,151,2,1506.1200000000001,1,Regular Customers
15266,338,1,119.3,0,Dormant / Low-Value
15267,22,5,1717.36,1,Regular Customers
15269,24,1,408.8,2,Recent / Developing
15270,16,7,2379.49,3,High-Value Customers
15271,7,14,2381.59,3,High-Value Customers
15272,57,2,721.94,1,Regular Customers
15274,4,2,716.57,2,Recent / Developing
15275,38,1,615.14,2,Recent / Developing
15276,66,1,128.63,0,Dormant / Low-Value
15277,47,1,255.89999999999998,0,Dormant / Low-Value
15280,172,1,113.12,0,Dormant / Low-Value
15281,59,9,2332.15,1,Regular Customers
15286,50,1,240.55,0,Dormant / Low-Value
15288,43,4,2140.87,1,Regular Customers
15289,29,3,939.78,1,Regular Customers
15290,5,17,7723.62,3,High-Value Customers
15291,26,13,4019.4,3,High-Value Customers
15292,201,1,178.39,0,Dormant / Low-Value
15296,51,6,3672.86,1,Regular Customers
15297,10,3,641.94,2,Recent / Developing
15298,2,11,4402.3,3,High-Value Customers
15299,67,4,2672.0,1,Regular Customers
15300,64,1,496.44,0,Dormant / Low-Value
15301,51,11,4376.58,3,High-Value Customers
15303,290,1,574.02,0,Dormant / Low-Value
15304,61,7,571.25,1,Regular Customers
15306,64,3,1174.3500000000001,1,Regular Customers
15307,96,1,205.3,0,Dormant / Low-Value
15308,274,1,310.47,0,Dormant / Low-Value
15311,1,82,57972.74,3,High-Value Customers
15312,75,3,635.11,1,Regular Customers
15313,110,1,52.0,0,Dormant / Low-Value
15314,199,1,327.97,0,Dormant / Low-Value
15315,64,2,570.5,0,Dormant / Low-Value
15316,327,1,165.0,0,Dormant / Low-Value
15318,4,1,312.62,2,Recent / Developing
15319,284,1,204.5,0,Dormant / Low-Value
15320,44,1,267.13,0,Dormant / Low-Value
15321,71,3,2748.31,1,Regular Customers
15322,86,1,679.68,0,Dormant / Low-Value
15325,104,1,161.74,0,Dormant / Low-Value
15326,334,1,311.71,0,Dormant / Low-Value
15327,53,1,208.75,0,Dormant / Low-Value
15329,39,3,1049.7,1,Regular Customers
15330,32,2,714.9599999999999,2,Recent / Developing
15333,208,1,1028.56,0,Dormant / Low-Value
15334,157,3,350.82,0,Dormant / Low-Value
15335,53,1,170.22,0,Dormant / Low-Value
15339,66,2,574.07,0,Dormant / Low-Value
15341,81,1,2020.52,1,Regular Customers
15342,130,1,406.09000000000003,0,Dormant / Low-Value
15343,87,1,364.5,0,Dormant / Low-Value
15344,1,3,563.94,2,Recent / Developing
15345,46,1,393.54,0,Dormant / Low-Value
15346,333,1,252.42000000000002,0,Dormant / Low-Value
15348,72,1,158.04,0,Dormant / Low-Value
15349,158,2,463.91,0,Dormant / Low-Value
15351,12,6,1659.99,3,High-Value Customers
15353,255,1,458.47,0,Dormant / Low-Value
15355,29,2,277.05,2,Recent / Developing
15356,31,8,2379.11,1,Regular Customers
15358,5,20,7722.65,3,High-Value Customers
15360,40,1,427.93,2,Recent / Developing
15364,96,2,913.19,1,Regular Customers
15365,26,7,2314.32,1,Regular Customers
15366,75,1,496.97,0,Dormant / Low-Value
15367,57,4,1877.5900000000001,1,Regular Customers
15368,21,1,446.94000000000005,2,Recent / Developing
15370,41,7,2386.05,1,Regular Customers
15372,137,1,2007.4,1,Regular Customers
15373,8,10,1878.81,3,High-Value Customers
15374,129,1,168.0,0,Dormant / Low-Value
15376,40,3,1221.56,1,Regular Customers
15379,169,6,2211.83,1,Regular Customers
15380,9,4,1460.1599999999999,1,Regular Customers
15381,214,2,596.85,0,Dormant / Low-Value
15382,15,6,5955.71,3,High-Value Customers
15384,170,1,338.84,0,Dormant / Low-Value
15385,40,1,316.88,2,Recent / Developing
15386,186,1,394.14,0,Dormant / Low-Value
15389,172,1,500.0,0,Dormant / Low-Value
15392,5,3,1196.55,2,Recent / Developing
15393,16,2,231.86,2,Recent / Developing
15394,10,3,1595.88,1,Regular Customers
15395,326,1,107.45,0,Dormant / Low-Value
15396,113,1,288.18,0,Dormant / Low-Value
15397,290,1,94.0,0,Dormant / Low-Value
15398,16,2,1345.53,1,Regular Customers
15399,1,3,815.77,2,Recent / Developing
15400,92,5,716.2,1,Regular Customers
15402,149,2,626.77,0,Dormant / Low-Value
15405,189,1,349.1,0,Dormant / Low-Value
15406,31,2,510.71000000000004,2,Recent / Developing
15407,34,4,1046.74,1,Regular Customers
15408,264,1,267.18,0,Dormant / Low-Value
15410,84,8,3450.84,1,Regular Customers
15411,26,4,1348.93,1,Regular Customers
15412,171,1,190.53,0,Dormant / Low-Value
15414,10,3,774.9000000000001,2,Recent / Developing
15415,313,1,559.61,0,Dormant / Low-Value
15416,65,4,3984.32,1,Regular Customers
15417,85,1,508.8,0,Dormant / Low-Value
15419,25,1,135.86,2,Recent / Developing
15421,59,4,950.36,1,Regular Customers
15422,323,2,97.7,0,Dormant / Low-Value
15423,38,1,43.5,0,Dormant / Low-Value
15424,254,2,383.34,0,Dormant / Low-Value
15426,19,4,1021.5,1,Regular Customers
15427,33,3,1430.54,1,Regular Customers
15428,15,1,93.78,2,Recent / Developing
15429,27,2,397.35,2,Recent / Developing
15432,23,1,171.19000000000003,2,Recent / Developing
15433,214,2,533.3,0,Dormant / Low-Value
15434,8,5,1041.48,1,Regular Customers
15435,22,1,149.29,2,Recent / Developing
15436,12,3,1067.75,1,Regular Customers
15437,262,1,200.16,0,Dormant / Low-Value
15438,131,1,156.57999999999998,0,Dormant / Low-Value
15440,55,3,383.68,1,Regular Customers
15442,249,1,594.0,0,Dormant / Low-Value
15443,2,7,3213.59,3,High-Value Customers
15444,9,2,1411.21,2,Recent / Developing
15445,264,1,113.5,0,Dormant / Low-Value
15447,331,1,155.17000000000002,0,Dormant / Low-Value
15448,313,1,494.64,0,Dormant / Low-Value
15449,26,3,974.52,1,Regular Customers
15450,30,1,429.84,2,Recent / Developing
15452,30,3,528.48,2,Recent / Developing
15453,2,7,1371.77,3,High-Value Customers
15456,283,2,203.37,0,Dormant / Low-Value
15457,262,1,237.07,0,Dormant / Low-Value
15458,25,1,161.64,2,Recent / Developing
15462,94,3,234.6,0,Dormant / Low-Value
15463,29,1,126.14,2,Recent / Developing
15464,338,1,1044.65,0,Dormant / Low-Value
15465,20,16,6486.7699999999995,3,High-Value Customers
15466,85,1,334.53,0,Dormant / Low-Value
15467,9,3,524.88,2,Recent / Developing
15468,51,2,467.51,2,Recent / Developing
15469,50,2,538.55,2,Recent / Developing
15471,2,1,454.48,2,Recent / Developing
15472,113,1,371.56,0,Dormant / Low-Value
15473,14,7,1771.2,3,High-Value Customers
15475,77,1,454.11,0,Dormant / Low-Value
